==8245== NVPROF is profiling process 8245, command: python3 deploy3.py
==8245== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==8245== Profiling application: python3 deploy3.py
==8245== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
38.8983s  1.0734ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [18451]
38.8994s  72.605us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [18452]
38.8994s  565.78us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [18454]
38.9000s  1.1893ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [18456]
38.9012s  206.36us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [18458]
38.9014s  91.771us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [18459]
38.9015s  125.10us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [18461]
38.9016s  50.053us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [18463]
38.9017s  690.52us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [18464]
38.9024s  26.406us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [18466]
38.9024s  8.2810us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [18467]
38.9024s  31.302us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [18468]
38.9024s  2.0310us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [18470]
38.9025s  2.7090us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [18471]
38.9025s  4.3750us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [18472]
38.9025s  9.2190us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [18473]
38.9025s  2.3440us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [18474]
38.9025s  3.8540us                    -               -         -         -         -  24.500KB  6.0625GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
38.9029s  6.5110us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [18501]
38.9030s  4.4790us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [18502]
38.9034s  915.26us            (784 1 1)         (8 8 1)        71  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void implicit_convolve_sgemm<float, float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=0, bool=1, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, int, int) [18505]
38.9043s  752.76us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [18507]
38.9051s  342.14us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [18508]
38.9054s  418.07us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [18510]
38.9059s  40.939us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [18512]
38.9059s  1.0732ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [18515]
38.9070s  72.137us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [18516]
38.9071s  569.90us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [18518]
38.9076s  1.1781ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [18520]
38.9088s  205.00us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [18522]
38.9090s  93.855us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [18523]
38.9091s  120.68us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [18525]
38.9092s  49.220us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [18527]
38.9093s  663.08us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [18528]
38.9100s  24.479us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [18530]
38.9100s  8.2810us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [18531]
